10	Mount Tymfi represents a series of uplifted fault blocks and faulted escarpments and is largely composed of Palaeocene-Eocene limestone, with some exposures of Campanian-Jurassic dolomite and limestone on the northern scarp. The lower slopes are dominated by younger flysch rocks, which consist of thin beds of graded sandstones intercalated with softer, fissile siltstones. Extended glacial conditions prevailed on the uplands of Mount Tymfi during the Late Quaternary period, ca. 28,000 years ago. The glacial landscape is well-developed, especially on the southern slopes of Mount Tymfi, across the Astraka-Gamila plateau, and in the upland terrain above the villages of Skamneli and Tsepelovo, where lateral and terminal moraines form major landscape features. Additional forms of glacial deposits, which extend down to 850 m (2,789 ft) above sea level, include rock glaciers and limestone pavements. A number of vertical caves and precipices are found in the area around the village of Papingo, which lies near Gamila and Astraka peaks. Some of them bear names inspired from mythology, such as the Hole of Odysseus and Chasm of Epos. These are being studied and explored by caving enthusiasts. The cave of "Provatina" (Lit. "Ewe's Cave"), with a depth of 408 m (1,339 ft), one of the deepest in the world, was first discovered in 1965 by British speleologists of the Cambridge University Caving Club, and has since then been surveyed by a large number of expeditions. The nearby Chasm of Epos, with a depth of 451 m (1,480 ft), drains the water coming from the surrounding plateaus.	32,1731497,278914,3270706,5117870,4472765,5231551,4953902,449616,2389149,1929172,2082810
11	The summer buffalo hunt, otherwise known as the dried meat hunt, traditionally occurred from June to late July or early August. When the season began, the Métis, after sowing their fields in the spring, set out with their wives and children leaving a few behind to take care of the crops. The warmer temperatures made this season ideal for producing dried meat, pemmican, and buffalo tongue, which the Métis would trade most often with the Hudson Bay company.  In 1840 the settlement had over 4,800 people of which 1,630 took part in the summer hunt and headed south on the prairie. Often harassed by the Sioux, the Métis from the various settlements of Red River travelled in large groups for protection. Another smaller portion of the population would join the York boat brigades including the Portage La Loche Brigade heading north. The buffalo hunts provided the Métis with an impressive organizational structure and by 1820 was a permanent feature of life for all individuals on or near the Red River and other Métis communities. — Louis Riel Institute In 1879 the hunters on the prairies of Canada reported that only a few buffalo were left of the great herds and two years later the last of the buffalo herds in the Montana Territory were also gone. Paul Kane, an Irish-born Canadian painter, witnessed and participated in the Métis buffalo hunt of 1846.  Several of his paintings depict scenes of this hunt in the Sioux lands of the Dakota Territory in the United States of America. The summer hunts increased in size from 540 Red River carts in the 1820 summer hunt, 689 carts in 1825, 820 in 1830, 970 in 1835 and 1210 carts in 1840. In 1823 William H. Keating described a group of buffalo hunters he encountered at Pembina by the Red River. The group had a total of 300 people and consisted of 115 Red River carts and at least 200 horses. These men, he wrote,  are Gens libres or freemen and are not Engagés or servants who are employed by the Hudson's Bay Company. The Métis among them are called Bois brulés. All of them have a blue capote with a hood, which they use only in bad weather; the Capote is secured round their waist by a military sash; they wear a shirt of calico or painted muslin, moccasins and leather leggings fastened round the leg by garters ornamented with beads,&c. The Bois brulés often dispense with a hat; when they have one, it is generally variegated in the Indian manner, with feathers, gilt lace, and other tawdry ornaments. — William Keating 1824 Their horses are from the southern prairies or from New Spain having been traded and re-traded until they come into their possession. The buffalo runner, a horse bred for speed and intelligence, was used principally for the hunt. Often its saddle and trappings were decorated with beads and porcupine quills and for the hunt its mane and tail were intertwined with multicolored ribbons. The word given, the horsemen start in a body, loading and firing on horseback, and leaving the dead animals to be identified after the run is over. The kind of horse used is called a "buffalo runner," and is very valuable. A good one will cost from 50 to 70 pounds sterling. The sagacity of the animal is chiefly shewn in bringing his rider alongside the retreating buffalo, and in avoiding the numerous pitfalls abounding on the prairie. The most treacherous of the latter are the badger holes. Considering the bold nature of the sport, remarkably few accidents occur. The hunters enter the herd with their mouths full of bullets. A handful of gunpowder is let fall from their "powder horns," a bullet is dropped from the mouth into the muzzle, a tap with the butt end of the firelock on the saddle causes the salivated bullet to adhere to the powder during the second necessary to depress the barrel, when the discharge is instantly effected without bringing the gun to the shoulder. — Red river by Joseph James Hargrave 1871 Leaving Fort Garry on June 15, 1840 were 1210 Red river carts, 620 hunters, 650 women, 360 boys and girls, 403 buffalo runners (horses), 655 cart horses, 586 draught oxen and 542 dogs	35,261568,5272729,387722,4476267,863019,2401459,3865245,772329,259025,2161461
12	González ended his fourth term on 4 May 1996. Since September 1996 he has headed the Madrid-based Global Progress Foundation (FPG). At the beginning of the 34th PSOE National Congress on 20 June 1997 he surprisingly resigned as leader of the party.  He also resigned from the federal executive committee, though retaining his seat in the Congress. With no clear successor he continued to exert an enormous influence over the party.  He was only replaced at the 35th party Congress in July 2000 when José Luis Rodríguez Zapatero became the leader.  In 1997 he was considered a leading candidate to take over the position of President of the European Commission after Jacques Santer. The position ultimately went to Italy's Romano Prodi. In 1999 González was put in charge of the party's Global Progress Commission in response to globalisation. The Commission's report formed the basis of the closing declaration of the 21st Socialist International Congress on 8–9 November 1999. He stood down as a deputy in the Spanish Parliament in March 2004. On 27 July 2007 the Spanish Government appointed him plenipotentiary and extraordinary ambassador for the bicentenary celebrations in commemoration of the independence of Latin America. The celebrations will begin in September 2010 in Mexico. At a summit held in Brussels on 14 December 2007, heads of state and government of European Union member states appointed González chairman of a think tank on the future of Europe. The group, consisting of up to nine prestigious personalities commissioned to drawing up a report, by June 2010, on the challenges facing the European Union from 2020 to 2030, will also look at how to achieve a closer understanding between citizens and the Union.  In December 2014, Colombian President Juan Manuel Santos granted González Colombian nationality. From 2010 to 2015, González was appointed independent director in Gas Natural-Fenosa, one of the leading energy companies in Spain, being one of the best known high-profile cases of revolving doors in Spanish politics. Since 2015 he has taken an active role in criticizing the emerging party Podemos, which he considers a populist threat, and have actively lobbied the PSOE against approaching Podemos for any possible government coalition. González supported PSOE candidate Pedro Sánchez in the 2015 and 2016 general elections, but in the aftermath Sánchez announced talks with Podemos and Catalan separatist parties. González then supported Susana Diaz faction in a bitter internal struggle which ended with PSOE facilitating the investiture of the conservative government and the dismissal of Pedro Sánchez. In 2015 González traveled to Venezuela to support Leopoldo López and other imprisoned opposition leaders. His involvement came at the same time mainstream media and political parties were accusing emerging Podemos of having links with the Venezuelan government. González is a member of the Club of Madrid, an independent non-profit organisation composed of 81 democratic former Presidents and Prime Ministers from 57 different countries. In 2015, González was awarded the Distinguished Leadership Award for Public Service in the Americas Award by the Inter-American Dialogue for his tireless, effective, and ongoing public service and commitment to democracy in Latin America.	41,2360771,1942482,2891828,345923,1905763,3546050,2239693
13	On August 8, 1944, they proceeded in motor convoy across the Cherbourg Peninsula moving north to Bricquebec, France, and at that point they began to work as an operational unit taking its position in the line of advance, with the First Army on its left flank and the XII Corps on the right flank.  The 1139th Engineer Combat Group was assigned to the Third Army and attached for operations to the XX Corps in direct support of the 7th Armored Division. (When a unit is "assigned", it becomes a permanent part of the headquarters to which it is assigned. When the unit is "attached", it comes under the administrative and operational control of that unit to which it is attached.) It was at that point that their Executive Officer, Colonel Walton H. Walker, outlined their responsibilities; as part of General Patton's army the mission of the 1139th Engineer Combat Group was to travel directly behind the armor and remove mines, build bridges, fight as infantry and perform other engineering activities that allowed the rapid advancement of the XX Corps. (The XX Corps played a measurable role in Patton's dash across France in August and early September 1944, earning the nickname "Ghost Corps" for the speed of its advance; starting in Bricquebec, France, they traveled 600 miles in their first 30 days).   The XX Corps armored divisions typically traveled many miles ahead of the main body of the army, which resulted in many enemy positions being overrun before alarm could be given. The 1139th Engineer Combat Group arrived in the vicinity of Saint Jean sur Erve, France, on August 10, 1944, and was joined by their first battalions; the 135th, the 179th, and the 206th Engineer Combat Battalions.  The initial activity of the Group was to support the 80th Infantry Division in its thrust north against the enemy near Sainte-Suzanne, France. On August 13, 1944, while en route during this advance, the Group removed landmines from roads and shoulders, and the first of the 1139th's bridges were constructed; two 60 foot Bailey Bridges built at St. Mars and St. George, France, on the sites of two bridges that had been blown up by the enemy.   (A Bailey Bridge is a temporary pre-fabricated, truss bridge, quickly assembled from prefabricated, standardized parts, assembled on land and then launched across an opening).   Two days later they constructed two Treadway Bridges M2 across the Huisne River at La Ferté-Bernard, and at Nogent-le-Rotrou, France.  (A Treadway Bridge is a floating bridge, using pontoons to support a continuous deck for pedestrian and vehicle travel).  In his European campaign, General Eisenhower recognized that the Treadway bridge was an essential piece of equipment to the campaign, easy to transport, quickly installed, and capable of sustaining heavy military loads. On August 17, 1944, the 1139th meet stiff resistance as they were trying to enter Chartres, France, requiring the 1139th Engineer Combat Group to take on their infantry role. They engaged in firefight operations by cleaning out machine-gun and anti-tank gun nests in Bonville, France, suffering 6 dead and 12 wounded.  They constructed two short Treadway bridges at Luce, France, west of Chartres and removed twelve large bombs from bridges in Chartres.  By the next day they were joined by the 7th Armored Division, and the city was finally liberated. The Group then moved north to the vicinity of Treon, France, in support of the 7th Armored Division.  There they were tasked with clearing the roads of mines, removing booby-trapped vehicles from roads, de-booby-trapping the Railroad station at Dreux, France, and filling in road craters in the routes of the advancement.  They continued to move rapidly forward, and the Seine River was reached on August 23, 1944, where they bivouacked in an open field near Melun, France.  At Sainte Sauveur, France, the 1139th Engineer Combat Group supported the 7th Armored Division in its initial crossing of the Seine River at Tilly, France by manning assault boats, by establishing a beachhead and constructing a 504-foot Treadway Bridge while under	42,5381816,3730189,4781062,4543749,3715086,4095129,4543395,1992239,5262539,2535552,2166739,548629,1836023,4294645,2825645,3842059,299155,2329260,3875522,3010663,670183,460431,1944606,3616848,936539,160091,4048381
14	The Soviet offensive had two objectives. Because of Stalin's suspicions about the intentions of the Western Allies to hand over territory occupied by them in the post-war Soviet sphere of influence, the offensive was to be on a broad front and was to move as rapidly as possible to the west, to meet the Western Allies as far west as possible. But the over-riding objective was to capture Berlin. The two were complementary because possession of the zone could not be won quickly unless Berlin was taken. Another consideration was that Berlin itself held strategic assets, including Adolf Hitler and part of the German atomic bomb program. The offensive to capture central Germany and Berlin started on 16 April with an assault on the German front lines on the Oder and Neisse rivers. After several days of heavy fighting the Soviet 1BF and 1UF punched holes through the German front line and were fanning out across central Germany. By 24 April, elements of the 1BF and 1UF had completed the encirclement of the German capital and the Battle of Berlin entered its final stages. On 25 April the 2BF broke through the German 3rd Panzer Army's line south of Stettin. They were now free to move west towards the British 21st Army Group and north towards the Baltic port of Stralsund. The 58th Guards Rifle Division of the 5th Guards Army made contact with the US 69th Infantry Division of the First Army near Torgau, Germany at the Elbe river. On 29 and 30 April, as the Soviet forces fought their way into the centre of Berlin, Adolf Hitler married Eva Braun and then committed suicide by taking cyanide and shooting himself. Helmuth Weidling, defence commandant of Berlin, surrendered the city to the Soviet forces on 2 May. Altogether, the Berlin operation (16 April – 2 May) cost the Red Army 361,367 casualties (dead, wounded, missing and sick) and 1,997 tanks and assault guns. German losses in this period of the war remain impossible to determine with any reliability. At 2:41 am on 7 May 1945, at SHAEF headquarters, German Chief-of-Staff General Alfred Jodl signed the unconditional surrender documents for all German forces to the Allies at Reims in France. It included the phrase All forces under German control to cease active operations at 2301 hours Central European time on 8 May 1945. The next day shortly before midnight, Field Marshal Wilhelm Keitel repeated the signing in Berlin at Zhukov's headquarters, now known as the German-Russian Museum. The war in Europe was over. In the Soviet Union the end of the war is considered to be 9 May, when the surrender took effect Moscow time. This date is celebrated as a national holiday – Victory Day – in Russia (as part of a two-day 8–9 May holiday) and some other post-Soviet countries. The ceremonial Victory parade was held in Moscow on 24 June. The German Army Group Centre initially refused to surrender and continued to fight in Czechoslovakia until about 11 May. A small German garrison on the Danish island of Bornholm refused to surrender until they were bombed and invaded by the Soviets. The island was returned to the Danish government four months later.	44,2193331,941670,1810247,976794,2441055,2182977,2242173,91505,288251,4276798,3280904,889044,120747,418835,189065,4150599,6825,3419837,75373,2187015,171763,915039,1697622,233150,220004,1563751,3813609,248781,3847796,4723906,512725,2087970,2318220,4652384,3370031,2577914,4320846,414486,695248,2570503,4074198,331495,16407,731889,1278615,5143785
15	In a particularly famous Edict, the Rummindei Edict in Lumbini, Nepal, Ashoka describes his visit in the 21st year of his reign, and designates Lumbini as the birthplace of the Buddha. He also, for the first time in historical records, uses the epithet "Sakyamuni" (Sage of the Shakyas), to describe the Buddha.	48,3128612,707224,2497010,14659,5310847,29730,1731138,2690476,1797088,5217986,4189503,1754361,1996599,669108,1156564,1156564,338219,980703,2970440,2970440,952803,125426,412809,258264,133018,461255,1779711,2000816,644629,1779114,3740365,1410628,1717994,394461,2477103,1456416,3063697,3695685,12568,1095908,2093868,5405935,5405935,2515773,2074947,777933,1448445,1129118
16	Nishikori represented Japan at his maiden Olympics in Beijing 2008. He competed in the singles competition from ITF places spot. There, he lost in the first round to Rainer Schüttler of Germany in three sets. At the London 2012 Olympics, Nishikori competed in the singles and doubles competitions, partnering Go Soeda. In the singles, being 15th seed, he reached the quarterfinals, knocking out Bernard Tomic, Nikolay Davydenko, and fourth seed David Ferrer on the way. He became the first Japanese man to reach the quarterfinals since Takeichi Harada in the 1924 Paris Olympics. However, his run ended by eighth seed Juan Martín del Potro of Argentina. In the doubles, Nishikori and Soeda were eliminated in the first round by Switzerland's defending champions Roger Federer and Stan Wawrinka. Fresh from his Rogers Cup finals appearance in Toronto, Nishikori represented Japan at the Rio 2016 Olympics, where he was seeded 4th. In the semifinal he lost to Andy Murray and faced Rafael Nadal for the bronze medal match, which he won in 3 sets; it was the first Olympic tennis medal for Japan in 96 years.	56,2159597,3346119,2885325,3287330,4104251,1197252,1714348,1016796,2475197
17	Chennai architecture is a confluence of many architectural styles. From ancient Tamil temples built by the Pallavas, to the Indo-Saracenic style (pioneered in Madras) of the colonial era, to 20th-century steel and chrome of skyscrapers. Chennai has a colonial core in the port area, surrounded by progressively newer areas as one travels away from the port, punctuated with old temples, churches and mosques. As of 2014, Chennai city, within its corporation limits covering 426 sq km, has about 625,000 buildings, of which about 35,000 are multi-storied (with four and more floors). Of these, nearly 19,000 are designated as commercial ones.	57,194024,2796187,2796187,904425,647539,3420334,4318851,286466,567743,1733264,3453744,148294,2467955,312497
18	The coat of arms of Moravia has been used for centuries representing Moravia, a traditional province in present-day Czech Republic. The coat of arms of Moravia is also present in one of the fields in the greater coat of arms of the Czech Republic. The coat of arms of Moravia is charged with a crowned white-red chequered eagle with golden claws and tongue. The eagle, that appeared in the seal of Margrave Přemysl (1209 - 16 October 1239), a younger son of King Ottokar I of Bohemia, according to Karel Maráz could be imperial, surely it's not Moravian eagle, but very probably it's flaming eagle (according to his father Ottokar I of Bohemia). The first type of the seal of Margrave Přemysl is documented only in a single copy and can not be said much about the worn seal image. The shape, however, was a gable seal, filling of the sealing field is a lion. Margrave Přemysl (+1239) originally seal with a lion (as before Margrave Vladislav Jindřich), but the number of tails is still uncertain. Two are visible only on the seal of the margrave and the younger king Ottokar I of Bohemia (1247). On the second type of Margrave Přemysl, used in the years 1233–1239, it is already a typical equestrian one-sided painting for the Moravian margraves. However, the rider now does not carry a lion on the shield, but carries an eagle. However, it cannot yet be a Moravian eagle; it is an eagle as a symbol of independence from the bohemian king in Prague. The choice of the seal equestrian image and the eagle instead of the traditional lion is evidently an expression of the resistance of the margrave Přemysl towards his older brother and King of Bohemia Wenceslas I, in which Přemysl stayed at that time. From 1272 onwards, the coat of arms of Moravia was also displayed in the town seal of Znojmo, bearing a 'Z' as escutcheon. In 1758, the citizens of Olomouc were granted the Moravian coat of arms by Maria Theresa in thanks for their defence against Prussian troops under King Frederick the Great during the Seven Years' War, then with the initials 'F' (for Emperor Francis I), 'M' and 'T' (for Maria Theresa). From 1915 to 1918 the Moravian Eagle was chequered in red and gold instead of the traditional red and silver, but this was never popular among the Moravians.	358165,3843627,2156851,3372788,2321250,1644334,977665,5115684
19	Young was traded to the Detroit Tigers in a waiver trade on August 15, 2011, for minor league pitchers Cole Nelson and Lester Oliveros. That night, the Tigers played the Twins, and he batted in the number three spot in front of Miguel Cabrera. In his first at bat with the Tigers, Young hit a home run to left field. In 2011, he batted a combined .268 with 12 home runs (8 with the Tigers), while on defense he tied for the major league lead in errors by a left fielder, with seven. In his first at bat in the playoffs as a Tiger, Young hit a home run to right field off CC Sabathia. In addition to his earlier post-season home run, Delmon hit the game-winning home run in the bottom of the seventh inning off Rafael Soriano, giving Detroit a 2–1 lead over the Yankees in the ALDS.  In Game 5, Young suffered a strained oblique muscle and was left off the ALCS roster. He was activated to play in Game 2. During Game 5 of the ALCS against the Texas Rangers, Young hit two home runs off C. J. Wilson, scoring three runs. He is the fourth Detroit Tiger to hit more than one home run in a postseason game (after Alan Trammell, Kirk Gibson and Magglio Ordóñez). Delmon continued his postseason prowess in 2012. In the 2012 American League Championship Series, Young was named series MVP after hitting .353 with two home runs and six RBI in the Tigers 4–0 sweep of the New York Yankees. He batted .357 in the 2012 World Series and hit his first World Series home run in Game 4 as the Tigers lost the series to the San Francisco Giants in a four-game sweep. He is currently the Tigers all-time leader in postseason home runs, with a total of nine. Young, who earned a reported $6.75 million for 2012, became a free agent after the season concluded. General manager Dave Dombrowski stated "With the return of Victor Martinez and a crowded outfield, there's just no room for him on the team."	73,1325215,4534243,2453333,3683153
20	The Emgrand marque was publicly unveiled at the 2009 Auto Shanghai autoshow, together with two other new Geely brands, Englon and Gleagle. The first Emgrand EC7 production models for retail sale were completed in July 2009 at the Geely plant in Ningbo, Zhejiang. The EC7 went on sale in China in mid-August 2009 as the marque's launch model. The second Emgrand production model, the Emgrand EC8, was launched in October 2010. In December 2011 it was announced that Emgrand would be launched in the United Kingdom in late-2012, with the Emgrand EC7 planned to be the first model to go on sale. Emgrand vehicles were intended to be distributed in the UK by Manganese Bronze Holdings (which Geely owns), trading under the name Geely Auto UK. The launch was subsequently put on hold. The Emgrand marque was discontinued in 2014 and its products were rebranded Emgrand series under Geely.	75,3243337,1653165,1161803,799157,3337145,227534,1653945,2290472,1690700,550308,532228,207338,3208310,2162349,2209201,1067198,1043976,215632,255715,109924,345479,2230667,333809,173474,1006982,337772,2280423,1716510,2817537,1107843,140315,2093308,4187067,301516,2006301,1044407,2404306,3958102,90161,1884142,2849617,1268323,2122316,154971,695488,93175,250304,374486,3208310,515922,370351,1594448,579802,705306,2114929
21	The various factories whose wares were sold as "Capodimonte" from the early 19th century onwards mostly stuck to Victorianized versions of the 18th-century forms and styles. The Palace of Caserta displays some large and fussy vases, and figurine groups became large and complicated, still often wearing 18th-century costume.  Baskets of flowers made in porcelain became popular, as did pieces in openwork "spagetto".  In the 20th century a style of "raggedly dressed peasants of Walt Disney cartoon appearance" developed, along with "a sub-class of earthenware pieces, mostly boxes, of appalling quality with brassy gilding" but still with the crowned "N" mark.	84,2799946,2546324,1937847,1160571,4866455,1421380,383838,427448,3091873,3475898,815993,4416515,5367819,278437,3000565,764188,2965140,1406224,3679887,4558962,4202450,1261739,3878595,339250,489695,1240961,612576,842491,2634708
22	This lists ranks tall buildings in Hong Kong that stand at least 200 metres (656 ft) tall. An equal sign (=) following a rank mean the same height between two or more buildings. The "Year" column indicates the year a building was built.	85,29928,431815,343694,387215,346055,1240937,2184719,2504194,4308609,845115,3399398,3093001,2212384,155577,3069800,5024419,3766379,2965535,3261052,802107,706455,985538,4564393,3954763,1275943,2715106,2564333,2772306,4703203,974260,65059,2098433,2732998,2110916,3045183,20941,3548949,85,776511,5044824,254224,761437,619327,3736817,4467278,1521709,3000579,2610524,590768,1549633,333809,381405,2324452,4903174,1628790,2250044,576219,2093165,1972993,1972993,697761,1901723,167122,772712,1915029,140530,1367287,2230836,3055593,4150599,5388676,305666,1225761,3303212,3864519,3740649,736985,530028,292302,1537713,1455822,3328122,3127701,677152,923474,175981,2443399,895929,4817936,2632622,4612785,4178744,3449394,4368243,436081,275348,330726,108147,2686202,490247,1151780,2161381,3665094,1253869,4439791,4724259,535381,3644420,2530501,2061541,1978784,2851458,1156616,1461950
23	The company was started in 1858 by Henrik Kugler, the third child of a confectionery dynasty. He acquired his knowledge and experience mostly during his journeymanship in eleven European capitals including Paris. After that he opened a confectionery at József nádor Square which was soon accounted as one of the best in Pest. Among the specialities were Chinese and Russian teas as well as his ice creations which were soon named "the best ice in Pest". In order to be closer to the city center, Kugler in 1870 moved the store to Vörösmarty tér. The customers of that time most favoured his coffees, liqueurs and candy. But Kugler Pies and Mignons were also well known, because for the first time it was possible to take them home, wrapped on a paper tray. Known guests were, among others, Ferenc Deák and Franz Liszt and Empress Elisabeth of Austria, Queen of Hungary. In 1882 while travelling in Paris, Kugler first met Emil Gerbeaud and immediately recognized his talent and spirit of enterprise. In 1884 Kugler finally invited him to Budapest to declare him to his associate. Later, Gerbeaud took over Kugler's store piece by piece and retained the original name. Emil Gerbeaud, who was descended from a confectionery family, was born in Geneva and gained his experience in Germany, France and England. He performed a number of innovations, e.g. by expanding the selection with numerous products like butter creams, Parisian crèmes, hundreds of kinds of short cakes, candy and kirsch candy. To offer this broad palette to his clientele, he hired a number of employees for sales and service. By the end of 1899, he had about 150 employees, many of whom only came to Budapest to learn and work with Gerbeaud. Due to his sense of business, by and by he equipped the bakery with modern machinery. Thus, the name Gerbeaud became a synonym for quality and bakery art. Since his clientele loved the paper boxes for takeaway pies that were already introduced by Henrik Kugler, Gerbeaud continued with this tradition and started to design these himself. Gerbeaud was also internationally acclaimed. He was invited a jury member both to the Brussels world fair (1897) and the Paris world fair (1900), whereat in Paris he was awarded the Legion of Honour. He was further awarded numerous national and international prizes. Eventually, Henrik Kugler died, whereupon Gerbeaud founded a public company named ‘Kuglers Nachfolger Gerbeaud AG’ (Kuglers Successor Gerbeaud PLC) to carry on the business. Since Gerbeaud set value on modern working conditions, he used automobiles alongside horse carriages from 1909 on. For the interior design of his confectionery, Gerbeaud in 1910 took advice from Henrik Darilek who mainly used marble, exotic woods and bronze. The ceiling's stucco was created in the Rococo style of Louis XIV of France. The chandeliers were inspired by Maria Theresa of Austria. The guests were offered as French tables as well as secessionist ones which Gerbeaud had delivered from the world fair in Paris. World War I was felt, but the company survived even that. Gerbeaud died on 8 November 1919, and bequeathed the store to his wife Ester who headed it until 1940. The shop was nationalized in 1948 and renamed "Vörösmarty", after the poet Mihály Vörösmarty, a name it held until March 1984, when it returned to its historical name. In 1995, German businessman Erwin Franz Müller bought "Gerbeaud" and had it renovated extensively. The traces of the last 50 years have thus disappeared, and today the café shines in the style built by Emil Gerbeaud.	90,228454,5116030,5115904,1564494,1438080,551930,532944
24	The French forts in Canada were located from the Atlantic Ocean to as far west as the confluence of the North and South Saskatchewan Rivers, and as far north as James Bay.  Built between the 1640s and the 1750s, a few were captured from rival British fur trading companies like Hudson's Bay Company. The forts were located on waterways to provide transport of fur back east to Montreal or Quebec City. A few have survived or been re-built, but most are ruins or simply disappeared after abandonment.	97,971280,3079883,3619308,2976770,392860,4682583,197407,3543333,450613,2374004,366075,231179,249336,2010940,70051,886856,1858095,2267093,2225824,1844986,4021285,3426121,1509849,128289,2514152,2618375,266955,1421596,2749528,2189755,2243412,1335642,2591967,432801,1055129,284469,1129379,1868975,1836921,1474594,1726208,1932530,1958242,2621751,1987768,273695,3649179,97,199226,2272819,282341,2429779,2124566,3602645,339202,1363107,5277835,1285481,1923379,33543,1776420,3524040,229132,2635711,152986,91644,371511,823993,1321902,1042795,2920048,2431552,1982836,208971,1971763,966927,912467
